ticker,intervalo,tipo_padrao,data_inicio,ombro1_preco,neckline1_idx,neckline1_preco,data_cabeca,cabeca_preco,neckline2_idx,neckline2_preco,data_fim,ombro2_preco,label_humano
ETH-USD,1h,OCO,2024-02-20 13:00:00,3000.178466796875,2024-02-20 17:00:00,2889.008056640625,2024-02-20 23:00:00,3031.5244140625,2024-02-21 14:00:00,2875.41845703125,2024-02-21 23:00:00,2978.324462890625,
ETH-USD,1h,OCOI,2024-09-01 14:00:00,2444.303955078125,2024-09-01 19:00:00,2512.06787109375,2024-09-01 23:00:00,2404.791748046875,2024-09-02 09:00:00,2517.202392578125,2024-09-03 13:00:00,2462.12109375,
ETH-USD,1h,OCO,2024-09-25 01:00:00,2672.013916015625,2024-09-25 22:00:00,2560.05615234375,2024-09-27 16:00:00,2725.701416015625,2024-09-30 18:00:00,2579.3662109375,2024-10-01 06:00:00,2655.953857421875,
ETH-USD,1h,OCOI,2024-11-03 18:00:00,2412.470947265625,2024-11-04 03:00:00,2486.831787109375,2024-11-04 21:00:00,2361.568603515625,2024-11-05 14:00:00,2477.946044921875,2024-11-05 19:00:00,2404.54443359375,
ETH-USD,1h,OCO,2024-12-28 22:00:00,3413.982421875,2024-12-29 22:00:00,3322.6728515625,2024-12-30 01:00:00,3425.318359375,2024-12-30 15:00:00,3301.4052734375,2024-12-30 20:00:00,3412.396240234375,
ETH-USD,1h,OCO,2025-01-24 00:00:00,3347.663330078125,2025-01-24 03:00:00,3277.6953125,2025-01-24 13:00:00,3420.9375,2025-01-25 01:00:00,3271.083251953125,2025-01-26 04:00:00,3359.15283203125,
ETH-USD,1h,OCO,2025-03-11 05:00:00,1908.883056640625,2025-03-11 14:00:00,1842.5186767578125,2025-03-11 18:00:00,1960.05224609375,2025-03-12 04:00:00,1855.04443359375,2025-03-12 08:00:00,1931.5078125,
ETH-USD,1h,OCOI,2025-04-28 01:00:00,1756.34619140625,2025-04-28 11:00:00,1824.1246337890625,2025-04-28 16:00:00,1748.4951171875,2025-04-29 10:00:00,1840.959716796875,2025-04-30 12:00:00,1770.326171875,
ETH-USD,1h,OCOI,2025-07-11 16:00:00,2943.592529296875,2025-07-11 19:00:00,3010.25537109375,2025-07-12 15:00:00,2908.10498046875,2025-07-13 14:00:00,3016.186279296875,2025-07-13 22:00:00,2950.12255859375,
ETH-USD,4h,OCOI,2024-04-12 16:00:00,3103.43017578125,2024-04-13 08:00:00,3297.2861328125,2024-04-13 20:00:00,2866.697265625,2024-04-15 04:00:00,3252.82763671875,2024-04-15 16:00:00,3031.60546875,
ETH-USD,4h,OCO,2025-04-29 08:00:00,1840.959716796875,2025-04-30 12:00:00,1741.3355712890625,2025-05-01 16:00:00,1869.87939453125,2025-05-06 12:00:00,1754.2523193359375,2025-05-07 00:00:00,1849.658447265625,
ETH-USD,1d,OCO,2023-05-29 00:00:00,1926.4217529296875,2023-06-15 00:00:00,1624.1383056640625,2023-07-14 00:00:00,2026.2049560546875,2023-08-17 00:00:00,1551.7132568359375,2023-08-29 00:00:00,1742.6373291015625,
SOL-USD,15m,OCOI,2025-06-11 05:45:00,164.54052734375,2025-06-11 09:15:00,166.97007751464844,2025-06-11 12:15:00,163.90777587890625,2025-06-11 12:45:00,167.27207946777344,2025-06-11 13:45:00,165.42774963378906,
SOL-USD,15m,OCOI,2025-06-15 16:15:00,150.4046630859375,2025-06-15 19:00:00,153.18092346191406,2025-06-15 21:00:00,148.5477752685547,2025-06-16 00:15:00,152.98892211914062,2025-06-16 01:15:00,151.2831573486328,
SOL-USD,15m,OCOI,2025-06-19 02:30:00,145.1183624267578,2025-06-19 05:15:00,147.0103302001953,2025-06-19 15:45:00,143.11734008789062,2025-06-20 00:00:00,147.3686065673828,2025-06-20 04:45:00,144.44332885742188,
SOL-USD,15m,OCOI,2025-06-24 08:15:00,143.64291381835938,2025-06-24 09:30:00,145.44442749023438,2025-06-24 11:15:00,143.28469848632812,2025-06-24 14:45:00,145.5940704345703,2025-06-24 15:30:00,143.92550659179688,
SOL-USD,15m,OCOI,2025-06-24 15:30:00,143.92550659179688,2025-06-24 17:00:00,146.488037109375,2025-06-24 19:45:00,143.0568389892578,2025-06-25 02:15:00,146.73681640625,2025-06-25 04:30:00,145.1199493408203,
SOL-USD,15m,OCO,2025-06-25 02:15:00,146.73681640625,2025-06-25 04:30:00,145.1199493408203,2025-06-25 07:30:00,147.4146728515625,2025-06-25 08:45:00,145.22984313964844,2025-06-25 09:15:00,146.75804138183594,
SOL-USD,15m,OCOI,2025-07-05 05:30:00,146.86846923828125,2025-07-05 13:15:00,148.5851593017578,2025-07-05 16:45:00,146.07684326171875,2025-07-06 07:15:00,148.46728515625,2025-07-06 10:00:00,146.909912109375,
SOL-USD,15m,OCOI,2025-07-11 22:15:00,160.23841857910156,2025-07-12 02:30:00,163.84173583984375,2025-07-12 15:45:00,158.02890014648438,2025-07-13 14:15:00,163.93206787109375,2025-07-13 17:00:00,160.9237060546875,
SOL-USD,1h,OCOI,2023-07-27 19:00:00,24.79306411743164,2023-07-28 00:00:00,25.34816551208496,2023-07-28 08:00:00,24.577672958374023,2023-07-28 15:00:00,25.47324752807617,2023-07-29 00:00:00,24.78037452697754,
SOL-USD,1h,OCO,2023-09-04 03:00:00,19.949865341186523,2023-09-05 03:00:00,19.094310760498047,2023-09-05 14:00:00,20.288543701171875,2023-09-06 17:00:00,19.21592712402344,2023-09-07 04:00:00,19.804134368896484,
SOL-USD,1h,OCO,2023-10-01 22:00:00,24.247150421142575,2023-10-02 01:00:00,23.637279510498047,2023-10-02 06:00:00,24.603424072265625,2023-10-02 14:00:00,23.674718856811523,2023-10-02 18:00:00,24.07065200805664,
SOL-USD,1h,OCOI,2023-10-05 07:00:00,22.894779205322266,2023-10-05 13:00:00,23.511125564575195,2023-10-05 19:00:00,22.62894821166992,2023-10-06 10:00:00,23.500280380249023,2023-10-06 13:00:00,22.805587768554688,
SOL-USD,1h,OCOI,2023-10-22 01:00:00,29.277294158935547,2023-10-22 05:00:00,29.9661922454834,2023-10-22 11:00:00,28.20864486694336,2023-10-23 01:00:00,29.828968048095703,2023-10-23 09:00:00,29.414085388183597,
SOL-USD,1h,OCO,2023-11-19 06:00:00,60.44961929321289,2023-11-19 12:00:00,59.31279754638672,2023-11-19 23:00:00,62.02115249633789,2023-11-20 07:00:00,59.39258193969727,2023-11-20 11:00:00,60.91931915283203,
SOL-USD,1h,OCOI,2023-11-23 00:00:00,57.14118957519531,2023-11-23 10:00:00,58.91447067260742,2023-11-23 19:00:00,56.28756332397461,2023-11-24 10:00:00,58.686012268066406,2023-11-25 00:00:00,56.32527923583984,
SOL-USD,1h,OCO,2023-11-24 10:00:00,58.686012268066406,2023-11-25 00:00:00,56.32527923583984,2023-11-25 18:00:00,59.56391525268555,2023-11-26 16:00:00,56.51145553588867,2023-11-26 20:00:00,58.31532669067383,
SOL-USD,1h,OCOI,2023-11-29 08:00:00,59.39069366455078,2023-11-29 14:00:00,61.42565536499024,2023-11-29 21:00:00,58.79075622558594,2023-11-30 06:00:00,61.04804992675781,2023-11-30 09:00:00,59.39432144165039,
SOL-USD,1h,OCOI,2023-11-30 09:00:00,59.39432144165039,2023-11-30 12:00:00,61.41802978515625,2023-12-01 00:00:00,58.7782096862793,2023-12-01 10:00:00,61.75801849365234,2023-12-01 23:00:00,59.72019958496094,
SOL-USD,1h,OCO,2023-12-06 02:00:00,64.08837890625,2023-12-06 06:00:00,62.73207473754883,2023-12-06 09:00:00,66.38362121582031,2023-12-06 15:00:00,62.51481628417969,2023-12-06 20:00:00,64.51139831542969,
SOL-USD,1h,OCOI,2023-12-11 02:00:00,67.82852935791016,2023-12-11 06:00:00,70.10435485839844,2023-12-11 14:00:00,67.21549224853516,2023-12-11 17:00:00,70.29742431640625,2023-12-11 20:00:00,67.90786743164062,
SOL-USD,1h,OCO,2023-12-15 16:00:00,76.10411834716797,2023-12-15 23:00:00,72.36663818359375,2023-12-16 15:00:00,77.0765609741211,2023-12-17 13:00:00,71.64928436279297,2023-12-17 19:00:00,74.72001647949219,
SOL-USD,1h,OCOI,2023-12-30 09:00:00,101.06812286376952,2023-12-30 16:00:00,104.56819915771484,2023-12-31 03:00:00,99.8864288330078,2023-12-31 07:00:00,104.7229232788086,2023-12-31 16:00:00,102.41746520996094,
SOL-USD,1h,OCO,2024-01-06 09:00:00,95.64556884765624,2024-01-06 13:00:00,93.2353057861328,2024-01-06 18:00:00,97.06942749023438,2024-01-06 23:00:00,92.70223999023438,2024-01-07 08:00:00,95.4990692138672,
SOL-USD,1h,OCO,2024-01-14 06:00:00,98.6164779663086,2024-01-14 13:00:00,96.43331909179688,2024-01-14 16:00:00,102.173583984375,2024-01-14 19:00:00,96.1749267578125,2024-01-14 22:00:00,97.5397720336914,
SOL-USD,1h,OCOI,2024-01-19 03:00:00,91.70323944091795,2024-01-19 07:00:00,95.16473388671876,2024-01-19 16:00:00,87.48365783691406,2024-01-19 20:00:00,94.77047729492188,2024-01-20 01:00:00,92.10289764404295,
SOL-USD,1h,OCOI,2024-02-27 04:00:00,109.3441925048828,2024-02-27 10:00:00,112.07769012451172,2024-02-27 15:00:00,106.50692749023438,2024-02-28 09:00:00,111.98003387451172,2024-02-28 14:00:00,110.87335968017578,
SOL-USD,1h,OCOI,2024-03-12 08:00:00,148.75906372070312,2024-03-12 13:00:00,151.74655151367188,2024-03-12 17:00:00,142.93072509765625,2024-03-12 23:00:00,151.0879669189453,2024-03-13 13:00:00,150.49488830566406,
SOL-USD,1h,OCO,2024-03-25 17:00:00,194.41204833984372,2024-03-26 00:00:00,188.29400634765625,2024-03-26 07:00:00,196.2465362548828,2024-03-26 16:00:00,186.9693603515625,2024-03-27 01:00:00,192.4804534912109,
SOL-USD,1h,OCO,2024-03-28 08:00:00,188.22494506835935,2024-03-28 13:00:00,183.1929473876953,2024-03-28 23:00:00,190.8475341796875,2024-03-29 10:00:00,183.67041015625,2024-03-29 14:00:00,189.74749755859372,
SOL-USD,1h,OCOI,2024-04-11 01:00:00,171.2873992919922,2024-04-11 07:00:00,175.87158203125,2024-04-11 11:00:00,170.4033660888672,2024-04-11 18:00:00,176.1807861328125,2024-04-11 23:00:00,172.1044464111328,
SOL-USD,1h,OCOI,2024-08-04 08:00:00,140.0370635986328,2024-08-04 13:00:00,144.94175720214844,2024-08-04 17:00:00,132.4925994873047,2024-08-04 20:00:00,143.7263641357422,2024-08-04 23:00:00,137.64353942871094,
SOL-USD,1h,OCO,2024-08-12 07:00:00,146.698486328125,2024-08-12 10:00:00,143.90589904785156,2024-08-12 15:00:00,149.94424438476562,2024-08-12 18:00:00,143.21630859375,2024-08-12 23:00:00,147.188232421875,
SOL-USD,1h,OCOI,2024-09-10 04:00:00,132.65936279296875,2024-09-10 18:00:00,137.7007293701172,2024-09-11 13:00:00,129.80392456054688,2024-09-12 22:00:00,136.5843963623047,2024-09-13 12:00:00,131.87484741210938,
SOL-USD,1h,OCO,2024-10-24 04:00:00,174.88327026367188,2024-10-24 09:00:00,171.03062438964844,2024-10-24 22:00:00,178.98582458496094,2024-10-25 09:00:00,170.94482421875,2024-10-25 14:00:00,176.9920196533203,
SOL-USD,1h,OCOI,2024-11-03 03:00:00,161.31480407714844,2024-11-03 11:00:00,164.66798400878906,2024-11-03 15:00:00,158.1464080810547,2024-11-04 03:00:00,164.63865661621094,2024-11-04 08:00:00,160.1744384765625,
SOL-USD,1h,OCO,2024-11-08 00:00:00,200.6752014160156,2024-11-08 03:00:00,196.0282440185547,2024-11-08 14:00:00,204.96975708007807,2024-11-08 17:00:00,196.70849609375,2024-11-09 10:00:00,203.34654235839844,
SOL-USD,1h,OCO,2024-12-22 01:00:00,183.6324462890625,2024-12-22 05:00:00,178.56631469726562,2024-12-22 12:00:00,187.52427673339844,2024-12-22 15:00:00,179.32284545898438,2024-12-22 18:00:00,183.5788726806641,
SOL-USD,1h,OCO,2025-01-27 15:00:00,237.04884338378903,2025-01-27 18:00:00,224.5113220214844,2025-01-28 05:00:00,243.79446411132807,2025-01-28 20:00:00,227.59762573242188,2025-01-29 08:00:00,235.3924560546875,
SOL-USD,1h,OCO,2025-02-06 22:00:00,194.140869140625,2025-02-07 06:00:00,189.7235107421875,2025-02-07 15:00:00,203.1373291015625,2025-02-07 20:00:00,190.09246826171875,2025-02-08 03:00:00,194.1773681640625,
SOL-USD,1h,OCO,2025-03-11 20:00:00,128.09095764160156,2025-03-12 02:00:00,123.67952728271484,2025-03-12 12:00:00,130.40618896484375,2025-03-12 15:00:00,123.53746795654295,2025-03-13 02:00:00,127.04319763183594,
SOL-USD,1h,OCO,2025-04-04 09:00:00,119.8149185180664,2025-04-04 15:00:00,117.58074188232422,2025-04-04 21:00:00,123.88574981689452,2025-04-05 15:00:00,117.23290252685548,2025-04-06 01:00:00,120.90925598144533,
SOL-USD,1h,OCO,2025-04-27 18:00:00,150.1332550048828,2025-04-28 01:00:00,144.9167938232422,2025-04-28 10:00:00,153.10902404785156,2025-04-28 16:00:00,145.83460998535156,2025-04-29 01:00:00,148.9782257080078,
SOL-USD,1h,OCO,2025-04-29 01:00:00,148.9782257080078,2025-04-29 05:00:00,145.75753784179688,2025-04-29 19:00:00,150.03787231445312,2025-04-29 23:00:00,145.1818389892578,2025-04-30 04:00:00,148.1934051513672,
SOL-USD,1h,OCO,2025-05-09 14:00:00,172.7487030029297,2025-05-10 11:00:00,168.95257568359375,2025-05-11 00:00:00,179.21609497070312,2025-05-11 16:00:00,169.75714111328125,2025-05-12 01:00:00,175.85826110839844,
SOL-USD,1h,OCOI,2025-05-18 19:00:00,167.04876708984375,2025-05-18 23:00:00,174.07440185546875,2025-05-19 04:00:00,163.07608032226562,2025-05-20 02:00:00,172.82200622558594,2025-05-20 14:00:00,164.7952423095703,
SOL-USD,1h,OCOI,2025-05-31 01:00:00,152.9192657470703,2025-05-31 21:00:00,157.92530822753906,2025-06-01 10:00:00,150.85458374023438,2025-06-02 01:00:00,158.88626098632812,2025-06-02 19:00:00,152.00218200683594,
SOL-USD,1h,OCO,2025-06-10 00:00:00,161.6691131591797,2025-06-10 11:00:00,157.34373474121094,2025-06-11 12:00:00,167.27207946777344,2025-06-12 15:00:00,156.68637084960938,2025-06-12 19:00:00,157.958984375,
SOL-USD,1h,OCOI,2025-06-13 00:00:00,143.9871063232422,2025-06-13 16:00:00,148.4799346923828,2025-06-14 20:00:00,142.2716064453125,2025-06-15 06:00:00,147.91856384277344,2025-06-15 09:00:00,144.3729705810547,
SOL-USD,1h,OCOI,2025-07-11 22:00:00,160.07879638671875,2025-07-12 02:00:00,163.84173583984375,2025-07-12 15:00:00,158.02890014648438,2025-07-13 14:00:00,163.93206787109375,2025-07-13 22:00:00,159.91793823242188,
SOL-USD,4h,OCO,2023-09-04 00:00:00,19.949865341186523,2023-09-05 00:00:00,19.094310760498047,2023-09-05 12:00:00,20.547443389892575,2023-09-06 12:00:00,19.233776092529297,2023-09-08 00:00:00,20.214828491210938,
SOL-USD,4h,OCO,2024-05-27 16:00:00,171.98854064941406,2024-05-28 04:00:00,165.08213806152344,2024-05-29 04:00:00,173.56561279296875,2024-05-30 04:00:00,164.71046447753906,2024-05-30 16:00:00,172.29551696777344,
SOL-USD,4h,OCOI,2024-08-15 04:00:00,141.395263671875,2024-08-15 16:00:00,147.35092163085938,2024-08-16 16:00:00,136.3903350830078,2024-08-18 20:00:00,146.95724487304688,2024-08-19 08:00:00,140.74871826171875,
HBAR-USD,15m,OCO,2025-05-21 06:30:00,0.1982503533363342,2025-05-21 10:15:00,0.1942052692174911,2025-05-21 16:45:00,0.2020023912191391,2025-05-21 17:15:00,0.1945863217115402,2025-05-21 23:15:00,0.2001738399267196,
HBAR-USD,15m,OCO,2025-05-22 19:15:00,0.2056260555982589,2025-05-22 21:30:00,0.202437475323677,2025-05-23 02:30:00,0.2086783945560455,2025-05-23 06:45:00,0.2025263756513595,2025-05-23 09:45:00,0.2075440883636474,
HBAR-USD,15m,OCO,2025-06-03 07:00:00,0.1736124604940414,2025-06-03 08:30:00,0.1710967719554901,2025-06-03 15:15:00,0.1753636449575424,2025-06-03 21:45:00,0.1715899109840393,2025-06-04 01:00:00,0.1737684607505798,
HBAR-USD,15m,OCO,2025-06-05 02:30:00,0.1691227406263351,2025-06-05 10:30:00,0.1662215888500213,2025-06-05 13:00:00,0.1695453971624374,2025-06-05 14:15:00,0.1658263951539993,2025-06-05 15:45:00,0.1681186109781265,
HBAR-USD,15m,OCO,2025-06-10 19:30:00,0.1813921928405761,2025-06-10 20:15:00,0.1792132258415222,2025-06-11 00:00:00,0.1816772073507309,2025-06-11 05:45:00,0.1788493394851684,2025-06-11 08:30:00,0.1810608655214309,
HBAR-USD,15m,OCO,2025-06-18 11:45:00,0.1470816284418106,2025-06-18 13:15:00,0.1440785378217697,2025-06-18 14:30:00,0.1481133997440338,2025-06-18 18:45:00,0.1446217894554138,2025-06-18 20:45:00,0.1478597521781921,
HBAR-USD,15m,OCO,2025-06-21 23:15:00,0.1375898271799087,2025-06-21 23:45:00,0.1355754733085632,2025-06-22 01:00:00,0.139629453420639,2025-06-22 03:30:00,0.1357304453849792,2025-06-22 06:30:00,0.1379904896020889,
HBAR-USD,15m,OCO,2025-06-22 14:00:00,0.1308450698852539,2025-06-22 14:30:00,0.1289446651935577,2025-06-22 15:00:00,0.131517693400383,2025-06-22 16:30:00,0.1286036819219589,2025-06-22 17:15:00,0.1308138966560363,
HBAR-USD,15m,OCO,2025-06-24 01:15:00,0.1531743854284286,2025-06-24 04:45:00,0.150798887014389,2025-06-24 06:45:00,0.1547462940216064,2025-06-24 09:00:00,0.1508834511041641,2025-06-24 14:30:00,0.1528362780809402,
HBAR-USD,15m,OCO,2025-07-14 02:30:00,0.2545312047004699,2025-07-14 03:15:00,0.2503777742385864,2025-07-14 04:00:00,0.255513995885849,2025-07-14 05:00:00,0.2494735419750213,2025-07-14 05:30:00,0.2529349029064178,
HBAR-USD,15m,OCOI,2025-07-14 14:30:00,0.2399009466171264,2025-07-14 15:00:00,0.2434366792440414,2025-07-14 15:45:00,0.2379559576511383,2025-07-14 16:30:00,0.2440925240516662,2025-07-14 18:30:00,0.2398765683174133,
HBAR-USD,15m,OCO,2025-07-14 21:30:00,0.238605111837387,2025-07-14 22:15:00,0.234070211648941,2025-07-15 00:15:00,0.2408821433782577,2025-07-15 01:15:00,0.2332762777805328,2025-07-15 01:45:00,0.239316388964653,
HBAR-USD,1h,OCOI,2023-09-01 18:00:00,0.0489164367318153,2023-09-02 00:00:00,0.0504378378391265,2023-09-02 18:00:00,0.0479684881865978,2023-09-03 03:00:00,0.0503492392599582,2023-09-04 01:00:00,0.0482004098594188,
HBAR-USD,1h,OCOI,2023-10-26 14:00:00,0.0516823232173919,2023-10-27 00:00:00,0.0530817136168479,2023-10-27 17:00:00,0.0505146384239196,2023-10-30 12:00:00,0.0533802323043346,2023-10-30 17:00:00,0.0522225014865398,
HBAR-USD,1h,OCOI,2023-11-14 11:00:00,0.0581238679587841,2023-11-14 14:00:00,0.0602129250764846,2023-11-14 18:00:00,0.0569667741656303,2023-11-15 01:00:00,0.0598286241292953,2023-11-15 04:00:00,0.0583039224147796,
HBAR-USD,1h,OCOI,2023-11-27 20:00:00,0.0602262541651725,2023-11-28 00:00:00,0.0616387352347373,2023-11-28 06:00:00,0.0594346225261688,2023-11-28 17:00:00,0.06171515583992,2023-11-29 16:00:00,0.059849314391613,
HBAR-USD,1h,OCO,2024-03-19 08:00:00,0.1042511686682701,2024-03-19 11:00:00,0.1003099083900451,2024-03-19 14:00:00,0.1066625788807869,2024-03-19 22:00:00,0.1011726409196853,2024-03-20 01:00:00,0.1038721427321434,
